investigation	investigation#	investigation+N+SG
amount	amount#	amount+N+SG
result	result#	result+N+SG
item	item#	item+N+SG
allotment	allotment#	allotment+N+SG
year	year#	year+N+SG
product	product#	product+N+SG
item	item#	item+N+SG
result	result#	result+N+SG
item	item#	item+N+SG
allotment	allotment#	allotment+N+SG
result	result#	result+N+SG
item	item#	item+N+SG
allotment	allotment#	allotment+N+SG
allotment	allotment#	allotment+N+SG
allotment	allotment#	allotment+N+SG
allotment	allotment#	allotment+N+SG
year	year#	year+N+SG
allotment	allotment#	allotment+N+SG
item	item#	item+N+SG
percentage	percentage#	percentage+N+SG
times	time^s#	time+N+PL
percentage	percentage#	percentage+N+SG
sum	sum#	sum+N+SG
amount	amount#	amount+N+SG
excess	exces^s#	exces+N+PL
allotment	allotment#	allotment+N+SG
result	result#	result+N+SG
item	item#	item+N+SG
base	base#	base+N+SG
allotment	allotment#	allotment+N+SG
allotment	allotment#	allotment+N+SG
allotment	allotment#	allotment+N+SG
allotment	allotment#	allotment+N+SG
law	law#	law+N+SG
allotment	allotment#	allotment+N+SG
year	year#	year+N+SG
allotment	allotment#	allotment+N+SG
year	year#	year+N+SG
percentage	percentage#	percentage+N+SG
total	total#	total+N+SG
allotments	allotment^s#	allotment+N+PL
funds	fund^s#	fund+N+PL
reductions	reduction^s#	reduction+N+PL
item	item#	item+N+SG
allotments	allotment^s#	allotment+N+PL
minimum	minimum#	minimum+N+SG
allotment	allotment#	allotment+N+SG
allotment	allotment#	allotment+N+SG
item	item#	item+N+SG
allotments	allotment^s#	allotment+N+PL
allotments	allotment^s#	allotment+N+PL
maximums	maximum^s#	maximum+N+PL
adjustments	adjustment^s#	adjustment+N+PL
allotment	allotment#	allotment+N+SG
agencies	agency^s#	agency+N+PL
rehabilitation	rehabilitation#	rehabilitation+N+SG
rehabilitation	rehabilitation#	rehabilitation+N+SG
persons	person^s#	person+N+PL
base	base#	base+N+SG
allotment	allotment#	allotment+N+SG
agencies	agency^s#	agency+N+PL
proportion	proportion#	proportion+N+SG
year	year#	year+N+SG
Funds	fund^s#	fund+N+PL
addition	addition#	addition+N+SG
allotment	allotment#	allotment+N+SG
agencies	agency^s#	agency+N+PL
case	case#	case+N+SG
allotment	allotment#	allotment+N+SG
provisions	provision^s#	provision+N+PL
support	support#	support+N+SG
rehabilitation	rehabilitation#	rehabilitation+N+SG
services	service^s#	service+N+PL
requirements	requirement^s#	requirement+N+PL
formula	formula#	formula+N+SG
order	order#	order+N+SG
base	base#	base+N+SG
allotment	allotment#	allotment+N+SG
funds	fund^s#	fund+N+PL
funds	fund^s#	fund+N+PL
rest	rest#	rest+N+SG
support	support#	support+N+SG
allotment	allotment#	allotment+N+SG
rates	rate^s#	rate+N+PL
capacity	capacity#	capacity+N+SG
pivot	pivot#	pivot+N+SG
participation	participation#	participation+N+SG
total	total#	total+N+SG
program	program#	program+N+SG
costs	cost^s#	cost+N+PL
percentage	percentage#	percentage+N+SG
participation	participation#	participation+N+SG
costs	cost^s#	cost+N+PL
law	law#	law+N+SG
share	share#	share+N+SG
purposes	purpos^s#	purpos+N+PL
explanation	explanation#	explanation+N+SG
percentage	percentage#	percentage+N+SG
share	share#	share+N+SG
requirements	requirement^s#	requirement+N+PL
base	base#	base+N+SG
allotment	allotment#	allotment+N+SG
year	year#	year+N+SG
support	support#	support+N+SG
allotment	allotment#	allotment+N+SG
basis	basi^s#	basi+N+PL
pivot	pivot#	pivot+N+SG
share	share#	share+N+SG
shares	share^s#	share+N+PL
rate	rate#	rate+N+SG
participation	participation#	participation+N+SG
respect	respect#	respect+N+SG
base	base#	base+N+SG
allotment	allotment#	allotment+N+SG
rate	rate#	rate+N+SG
effect	effect#	effect+N+SG
period	period#	period+N+SG
statute	statute#	statute+N+SG
provisions	provision^s#	provision+N+PL
share	share#	share+N+SG
resources	resource^s#	resource+N+PL
purpose	purpose#	purpose+N+SG
share	share#	share+N+SG
base	base#	base+N+SG
allotment	allotment#	allotment+N+SG
transition	transition#	transition+N+SG
provisions	provision^s#	provision+N+PL
share	share#	share+N+SG
dislocations	dislocation^s#	dislocation+N+PL
changes	change^s#	change+N+PL
rates	rate^s#	rate+N+PL
method	method#	method+N+SG
shares	share^s#	share+N+PL
total	total#	total+N+SG
program	program#	program+N+SG
costs	cost^s#	cost+N+PL
term	term#	term+N+SG
term	term#	term+N+SG
steps	step^s#	step+N+PL
calculations	calculation^s#	calculation+N+PL
capita	capita#	capita+N+SG
income	income#	income+N+SG
years	year^s#	year+N+PL
amount	amount#	amount+N+SG
item	item#	item+N+SG
capita	capita#	capita+N+SG
income	income#	income+N+SG
years	year^s#	year+N+PL
amount	amount#	amount+N+SG
item	item#	item+N+SG
ratio	ratio#	ratio+N+SG
capita	capita#	capita+N+SG
income	income#	income+N+SG
amount	amount#	amount+N+SG
item	item#	item+N+SG
percentage	percentage#	percentage+N+SG
ration	ration#	ration+N+SG
capita	capita#	capita+N+SG
income	income#	income+N+SG
capita	capita#	capita+N+SG
income	income#	income+N+SG
result	result#	result+N+SG
item	item#	item+N+SG
amount	amount#	amount+N+SG
item	item#	item+N+SG
law	law#	law+N+SG
share	share#	share+N+SG
percentages	percentage^s#	percentage+N+PL
effect	effect#	effect+N+SG
year	year#	year+N+SG
difference	difference#	difference+N+SG
result	result#	result+N+SG
item	item#	item+N+SG
share	share#	share+N+SG
difference	difference#	difference+N+SG
extremes	extreme^s#	extreme+N+PL
share	share#	share+N+SG
extreme	extreme#	extreme+N+SG
entrance	entrance#	entrance+N+SG
side	side#	side+N+SG
shelter	shelter#	shelter+N+SG
roof	roof#	roof+N+SG
beam	beam#	beam+N+SG
inside	inside#	inside+N+SG
inches	inch^s#	inch+N+PL
block	block#	block+N+SG
wall	wall#	wall+N+SG
space	space#	space+N+SG
blocks	block^s#	block+N+PL
edge	edge#	edge+N+SG
bracing	bracing#	bracing+N+SG
roof	roof#	roof+N+SG
beams	beam^s#	beam+N+PL
inside	inside#	inside+N+SG
wall	wall#	wall+N+SG
Mortar	mortar#	mortar+N+SG
bracing	bracing#	bracing+N+SG
blocks	block^s#	block+N+PL
edge	edge#	edge+N+SG
wall	wall#	wall+N+SG
thickness	thicknes^s#	thicknes+N+PL
radiation	radiation#	radiation+N+SG
shielding	shielding#	shielding+N+SG
details	detail^s#	detail+N+PL
inset	inset#	inset+N+SG
roof	roof#	roof+N+SG
boards	board^s#	board+N+PL
place	place#	place+N+SG
roof	roof#	roof+N+SG
beams	beam^s#	beam+N+PL
shelter	shelter#	shelter+N+SG
boards	board^s#	board+N+PL
roof	roof#	roof+N+SG
beams	beam^s#	beam+N+PL
space	space#	space+N+SG
beams	beam^s#	beam+N+PL
shelter	shelter#	shelter+N+SG
Concrete	concrete#	concrete+N+SG
blocks	block^s#	block+N+PL
beams	beam^s#	beam+N+PL
boards	board^s#	board+N+PL
roof	roof#	roof+N+SG
blocks	block^s#	block+N+PL
layers	layer^s#	layer+N+PL
Work	work#	work+N+SG
roof	roof#	roof+N+SG
way	way#	way+N+SG
roof	roof#	roof+N+SG
boards	board^s#	board+N+PL
blocks	block^s#	block+N+PL
shelter	shelter#	shelter+N+SG
roof	roof#	roof+N+SG
blocks	block^s#	block+N+PL
place	place#	place+N+SG
rows	row^s#	row+N+PL
wall	wall#	wall+N+SG
blocks	block^s#	block+N+PL
position	position#	position+N+SG
structure	structure#	structure+N+SG
plans	plan^s#	plan+N+PL
page	page#	page+N+SG
concrete	concrete#	concrete+N+SG
blocks	block^s#	block+N+PL
shelter	shelter#	shelter+N+SG
blocks	block^s#	block+N+PL
sizes	siz^s#	siz+N+PL
block	block#	block+N+SG
blocks	block^s#	block+N+PL
blocks	block^s#	block+N+PL
concrete	concrete#	concrete+N+SG
protection	protection#	protection+N+SG
Bricks	brick^s#	brick+N+PL
alternative	alternative#	alternative+N+SG
walls	wall^s#	wall+N+PL
roof	roof#	roof+N+SG
inches	inch^s#	inch+N+PL
protection	protection#	protection+N+SG
concrete	concrete#	concrete+N+SG
blocks	block^s#	block+N+PL
illustrations	illustration^s#	illustration+N+PL
concrete	concrete#	concrete+N+SG
block	block#	block+N+SG
wall	wall#	wall+N+SG
instructions	instruction^s#	instruction+N+PL
supply	supply#	supply+N+SG
houses	hous^s#	hous+N+PL
craftsmen	craftsmen#	craftsmen+N+SG
sources	source^s#	source+N+PL
information	information#	information+N+SG
fallout	fallout#	fallout+N+SG
shelter	shelter#	shelter+N+SG
concrete	concrete#	concrete+N+SG
blocks	block^s#	block+N+PL
shelter	shelter#	shelter+N+SG
people	people#	people+N+SG
contractor	contractor#	contractor+N+SG
shelter	shelter#	shelter+N+SG
Plans	plan^s#	plan+N+PL
pages	page^s#	page+N+PL
shelter	shelter#	shelter+N+SG
regions	region^s#	region+N+PL
water	water#	water+N+SG
rock	rock#	rock+N+SG
surface	surface#	surface+N+SG
shelter	shelter#	shelter+N+SG
walls	wall^s#	wall+N+PL
concrete	concrete#	concrete+N+SG
blocks	block^s#	block+N+PL
inches	inch^s#	inch+N+PL
space	space#	space+N+SG
gravel	gravel#	gravel+N+SG
earth	earth#	earth+N+SG
walls	wall^s#	wall+N+PL
metal	metal#	metal+N+SG
ties	ty^s#	ty+N+PL
mortar	mortar#	mortar+N+SG
walls	wall^s#	wall+N+PL
roof	roof#	roof+N+SG
slab	slab#	slab+N+SG
concrete	concrete#	concrete+N+SG
inches	inch^s#	inch+N+PL
gravel	gravel#	gravel+N+SG
roof	roof#	roof+N+SG
reach	reach#	reach+N+SG
roof	roof#	roof+N+SG
beams	beam^s#	beam+N+PL
boards	board^s#	board+N+PL
waterproofing	waterproofing#	waterproofing+N+SG
inches	inch^s#	inch+N+PL
gravel	gravel#	gravel+N+SG
materials	material^s#	material+N+PL
shelter	shelter#	shelter+N+SG
charges	charge^s#	charge+N+PL
shelter	shelter#	shelter+N+SG
fallout	fallout#	fallout+N+SG
protection	protection#	protection+N+SG
metal	metal#	metal+N+SG
sections	section^s#	section+N+PL
concrete	concrete#	concrete+N+SG
shelters	shelter^s#	shelter+N+PL
ground	ground#	ground+N+SG
regions	region^s#	region+N+PL
water	water#	water+N+SG
rock	rock#	rock+N+SG
surface	surface#	surface+N+SG
fallout	fallout#	fallout+N+SG
shelters	shelter^s#	shelter+N+PL
earth	earth#	earth+N+SG
figure	figure#	figure+N+SG
Materials	material^s#	material+N+PL
shelter	shelter#	shelter+N+SG
contractor	contractor#	contractor+N+SG
charges	charge^s#	charge+N+PL
cost	cost#	cost+N+SG
materials	material^s#	material+N+PL
shelter	shelter#	shelter+N+SG
page	page#	page+N+SG
protection	protection#	protection+N+SG
fallout	fallout#	fallout+N+SG
radiation	radiation#	radiation+N+SG
hatchway	hatchway#	hatchway+N+SG
entrance	entrance#	entrance+N+SG
page	page#	page+N+SG
cost	cost#	cost+N+SG
materials	material^s#	material+N+PL
plans	plan^s#	plan+N+PL
lumber	lumber#	lumber+N+SG
shelter	shelter#	shelter+N+SG
construction	construction#	construction+N+SG
brick	brick#	brick+N+SG
clay	clay#	clay+N+SG
products	product^s#	product+N+PL
shelter	shelter#	shelter+N+SG
construction	construction#	construction+N+SG
concrete	concrete#	concrete+N+SG
shelter	shelter#	shelter+N+SG
contractor	contractor#	contractor+N+SG
type	type#	type+N+SG
entrance	entrance#	entrance+N+SG
shelter	shelter#	shelter+N+SG
fallout	fallout#	fallout+N+SG
protection	protection#	protection+N+SG
illustration	illustration#	illustration+N+SG
shelter	shelter#	shelter+N+SG
roof	roof#	roof+N+SG
ground	ground#	ground+N+SG
level	level#	level+N+SG
shelter	shelter#	shelter+N+SG
embankment	embankment#	embankment+N+SG
ground	ground#	ground+N+SG
level	level#	level+N+SG
Plans	plan^s#	plan+N+PL
shelter	shelter#	shelter+N+SG
stairway	stairway#	stairway+N+SG
hatchway	hatchway#	hatchway+N+SG
entrance	entrance#	entrance+N+SG
pages	page^s#	page+N+PL
type	type#	type+N+SG
shelter	shelter#	shelter+N+SG
fallout	fallout#	fallout+N+SG
protection	protection#	protection+N+SG
room	room#	room+N+SG
basement	basement#	basement+N+SG
home	home#	home+N+SG
construction	construction#	construction+N+SG
total	total#	total+N+SG
cost	cost#	cost+N+SG
home	home#	home+N+SG
shelter	shelter#	shelter+N+SG
figure	figure#	figure+N+SG
room	room#	room+N+SG
home	home#	home+N+SG
area	area#	area+N+SG
considerations	consideration^s#	consideration+N+PL
type	type#	type+N+SG
shelter	shelter#	shelter+N+SG
Arrangement	arrangement#	arrangement+N+SG
entrance	entrance#	entrance+N+SG
Ventilation	ventilation#	ventilation+N+SG
Radio	radio#	radio+N+SG
reception	reception#	reception+N+SG
entrance	entrance#	entrance+N+SG
turn	turn#	turn+N+SG
Radiation	radiation#	radiation+N+SG
light	light#	light+N+SG
corner	corner#	corner+N+SG
rest	rest#	rest+N+SG
line	line#	line+N+SG
turns	turn^s#	turn+N+PL
shelter	shelter#	shelter+N+SG
entrance	entrance#	entrance+N+SG
radiation	radiation#	radiation+N+SG
intensity	intensity#	intensity+N+SG
shelter	shelter#	shelter+N+SG
Ventilation	ventilation#	ventilation+N+SG
concrete	concrete#	concrete+N+SG
block	block#	block+N+SG
basement	basement#	basement+N+SG
shelter	shelter#	shelter+N+SG
vents	vent^s#	vent+N+PL
wall	wall#	wall+N+SG
entrance	entrance#	entrance+N+SG
blower	blower#	blower+N+SG
comfort	comfort#	comfort+N+SG
blower	blower#	blower+N+SG
shelter	shelter#	shelter+N+SG
shelters	shelter^s#	shelter+N+PL
feet	feet#	feet+N+SG
minute	minute#	minute+N+SG
air	air#	air+N+SG
person	person#	person+N+SG
Vent	vent#	vent+N+SG
pipes	pipe^s#	pipe+N+PL
filters	filter^s#	filter+N+PL
Radio	radio#	radio+N+SG
reception	reception#	reception+N+SG
shielding	shielding#	shielding+N+SG
radiation	radiation#	radiation+N+SG
shelter	shelter#	shelter+N+SG
radio	radio#	radio+N+SG
reception	reception#	reception+N+SG
check	check#	check+N+SG
antenna	antenna#	antenna+N+SG
CONELRAD	conelrad#	conelrad+N+SG
broadcasts	broadcast^s#	broadcast+N+PL
consideration	consideration#	consideration+N+SG
lighting	lighting#	lighting+N+SG
shelter	shelter#	shelter+N+SG
means	mean^s#	mean+N+PL
battery	battery#	battery+N+SG
bulb	bulb#	bulb+N+SG
Tests	test^s#	test+N+PL
device	device#	device+N+SG
battery	battery#	battery+N+SG
light	light#	light+N+SG
days	day^s#	day+N+PL
battery	battery#	battery+N+SG
source	source#	source+N+SG
light	light#	light+N+SG
weeks	week^s#	week+N+PL
flashlight	flashlight#	flashlight+N+SG
lantern	lantern#	lantern+N+SG
periods	period^s#	period+N+PL
light	light#	light+N+SG
outlet	outlet#	outlet+N+SG
shelter	shelter#	shelter+N+SG
power	power#	power+N+SG
areas	area^s#	area+N+PL
considerations	consideration^s#	consideration+N+PL
windows	window^s#	window+N+PL
basement	basement#	basement+N+SG
corner	corner#	corner+N+SG
shelter	shelter#	shelter+N+SG
page	page#	page+N+SG
basement	basement#	basement+N+SG
windows	window^s#	window+N+PL
emergency	emergency#	emergency+N+SG
Basement	basement#	basement+N+SG
walls	wall^s#	wall+N+PL
ground	ground#	ground+N+SG
page	page#	page+N+SG
shelters	shelter^s#	shelter+N+PL
entrance	entrance#	entrance+N+SG
feet	feet#	feet+N+SG
Bunks	bunk^s#	bunk+N+PL
materials	material^s#	material+N+PL
enclosure	enclosure#	enclosure+N+SG
shelter	shelter#	shelter+N+SG
walls	wall^s#	wall+N+PL
basement	basement#	basement+N+SG
shelters	shelter^s#	shelter+N+PL
tornado	tornado#	tornado+N+SG
hurricane	hurricane#	hurricane+N+SG
protection	protection#	protection+N+SG
radioactivity	radioactivity#	radioactivity+N+SG
fallout	fallout#	fallout+N+SG
hours	hour^s#	hour+N+PL
burst	burst#	burst+N+SG
radiation	radiation#	radiation+N+SG
intensity	intensity#	intensity+N+SG
percent	percent#	percent+N+SG
hour	hour#	hour+N+SG
explosion	explosion#	explosion+N+SG
radiation	radiation#	radiation+N+SG
start	start#	start+N+SG
percent	percent#	percent+N+SG
defense	defense#	defense+N+SG
instructions	instruction^s#	instruction+N+PL
CONELRAD	conelrad#	conelrad+N+SG
means	mean^s#	mean+N+PL
radio	radio#	radio+N+SG
Radiation	radiation#	radiation+N+SG
instruments	instrument^s#	instrument+N+PL
use	use#	use+N+SG
value	value#	value+N+SG
portion	portion#	portion+N+SG
home	home#	home+N+SG
protection	protection#	protection+N+SG
fallout	fallout#	fallout+N+SG
radiation	radiation#	radiation+N+SG
possibility	possibility#	possibility+N+SG
radios	radio^s#	radio+N+PL
radiation	radiation#	radiation+N+SG
meters	meter^s#	meter+N+PL
instrument	instrument#	instrument+N+SG
purposes	purpos^s#	purpos+N+PL
defense	defense#	defense+N+SG
information	information#	information+N+SG
information	information#	information+N+SG
sources	source^s#	source+N+PL
shelter	shelter#	shelter+N+SG
shelter	shelter#	shelter+N+SG
time	time#	time+N+SG
days	day^s#	day+N+PL
days	day^s#	day+N+PL
checklist	checklist#	checklist+N+SG
page	page#	page+N+SG
Families	family^s#	family+N+PL
children	children#	children+N+SG
problems	problem^s#	problem+N+PL
recreation	recreation#	recreation+N+SG
task	task#	task+N+SG
tasks	task^s#	task+N+PL
Part	part#	part+N+SG
family	family#	family+N+SG
rest	rest#	rest+N+SG
monotony	monotony#	monotony+N+SG
tasks	task^s#	task+N+PL
family	family#	family+N+SG
Records	record^s#	record+N+PL
diaries	diary^s#	diary+N+PL
survival	survival#	survival+N+SG
family	family#	family+N+SG
information	information#	information+N+SG
radio	radio#	radio+N+SG
record	record#	record+N+SG
information	information#	information+N+SG
instructions	instruction^s#	instruction+N+PL
time	time#	time+N+SG
date	date#	date+N+SG
broadcast	broadcast#	broadcast+N+SG
Family	family#	family+N+SG
rationing	rationing#	rationing+N+SG
Blowers	blower^s#	blower+N+PL
schedule	schedule#	schedule+N+SG
time	time#	time+N+SG
basement	basement#	basement+N+SG
shelter	shelter#	shelter+N+SG
radiation	radiation#	radiation+N+SG
use	use#	use+N+SG
basement	basement#	basement+N+SG
time	time#	time+N+SG
shelter	shelter#	shelter+N+SG
radiation	radiation#	radiation+N+SG
exposure	exposure#	exposure+N+SG
minimum	minimum#	minimum+N+SG
housekeeping	housekeeping#	housekeeping+N+SG
problems	problem^s#	problem+N+PL
shelter	shelter#	shelter+N+SG
shelter	shelter#	shelter+N+SG
Food	food#	food+N+SG
supplies	supply^s#	supply+N+PL
utensils	utensil^s#	utensil+N+PL
equipment	equipment#	equipment+N+SG
shelter	shelter#	shelter+N+SG
family	family#	family+N+SG
shelter	shelter#	shelter+N+SG
housekeeping	housekeeping#	housekeeping+N+SG
rules	rule^s#	rule+N+PL
adult	adult#	adult+N+SG
charge	charge#	charge+N+SG
Sanitation	sanitation#	sanitation+N+SG
confines	confine^s#	confine+N+PL
family	family#	family+N+SG
shelter	shelter#	shelter+N+SG
thought	thought#	thought+N+SG
planning	planning#	planning+N+SG
Provision	provision#	provision+N+SG
emergency	emergency#	emergency+N+SG
toilet	toilet#	toilet+N+SG
facilities	facility^s#	facility+N+PL
disposal	disposal#	disposal+N+SG
wastes	waste^s#	waste+N+PL
problem	problem#	problem+N+SG
container	container#	container+N+SG
kitchen	kitchen#	kitchen+N+SG
garbage	garbage#	garbage+N+SG
pail	pail#	pail+N+SG
toilet	toilet#	toilet+N+SG
